,SEG
2138,-8183224
2139,8122392
2140,6201349836
2141,10178512
2142,-6178570144
2143,-6180950620
2144,-6201200684
2145,6200571812
2146,6188620836
2147,-28394028
2148,24414420
2149,-6211453364
2150,-6202650932
2151,6198086512
2152,5301972
2153,25258420
2154,-6687856
2155,0
2156,-29877256
2157,-24459332
2158,21505080
2159,-6175013712
2160,56000
2161,-115504
2162,-22958872
2163,-22588311
2164,-21344
2165,22579008
2166,-14592
2167,6197785631
2168,24533732
2169,4936416
2170,6064645280
2171,-133155272
2172,6017316228
2173,6027836448
2174,79162504
2175,80150968
2176,14662080
2177,1822192
2178,-97567832
2179,-97718784
2180,-9440528
2181,-11691584
2182,-6036163072
2183,-6046981928
2184,-6024414904
2185,-6045217216
2186,6190343392
2187,6200325048
2188,6089431320
2189,6099602016
2190,-52528144
2191,-52528272
2192,88507504
2193,110841104
2194,-49986848
2195,53093848
2196,-196872
2197,-65918832
2198,-6075657520
2199,-6178735336
2200,-6188696512
2201,-6133106368
2202,6122561520
2203,6178153280
2204,-4896
2205,7680
2206,65997892
2207,8534696
2208,10733568
2209,10502884
2210,-6188600356
2211,-6181014504
2212,504800
2213,-22653716
2214,6051427544
2215,-4994912
2216,-278904
2217,6201771324
2218,-6045710088
2219,-22797224
2220,-22679560
2221,-6178931652
2222,-28403264
2223,-571744
2224,6093724768
2225,-197216
2226,22745072
2227,417200
2228,117066800
2229,63900
2230,-22219568
2231,31936
2232,15124
2233,-22164548
2234,52928
2235,6208879312
2236,-6211259268
2237,24444820
2238,-763296
2239,-6200732432
2240,6112563448
2241,6075340620
2242,6151189696
2243,21692120
2244,-6087499124
2245,-6072351856
2246,-52620560
2247,6120677488
2248,6186215140
2249,-17319748
2250,-6070113744
2251,60197912
2252,1587365664
2253,6031711452
2254,-16998466152
2255,-39238192
2256,-1693255896
2257,159049896
2258,23060488448
2259,39321604
2260,21734640
2261,-110990632
2262,36298344
2263,-120845244
2264,-6126780352
2265,-74880
2266,82717362
2267,-65856
2268,28041056
2269,47155568
2270,-6208958290
2271,-6079815320
2272,6104830344
2273,-6114497784
2274,10230992
2275,6194520192
2276,-43788544
2277,6023322712
2278,6046215056
2279,-147850940
2280,-32209496
2281,52209136
2282,429824
2283,-6056778900
2284,-6056611888
2285,-6075127408
2286,42704152
2287,22631936
2288,6087733320
2289,-22946360
2290,-6099431544
2291,-22588448
2292,-6087853823
2293,6087924520
2294,-13968
2295,22584144
2296,6208860163
2297,-5504
2298,7798112016
2299,6186276156
2300,-6208874892
2301,-6087979976
2302,0
2303,-8211000836
2304,6210590818
2305,-16970892792
2306,-1600317424
2307,8100623168
2308,-145950146
2309,23067792832
2310,-133159872
2311,-56641504
2312,32727464
2313,-41494584
2314,32736616
2315,101952064
2316,-8054848
2317,89424448
2318,-6919104
2319,-79164968
2320,-6089270776
2321,-54623944
2322,-6086069624
2323,-23036528952
2324,-16971373512
2325,759552
2326,6111411896
2327,23077310656
2328,23070770112
2329,-2217920
2330,-25318016
2331,1476464
2332,-9005696
2333,17389952
2334,8346368
2335,93864592
2336,-1073472
2337,-15925760
2338,-11268928
2339,-110590336
2340,9775488
2341,8968768
2342,2877440
2343,271680
2344,-8633600
2345,22490008
2346,7913664
2347,-10373824
2348,7488064
2349,-31947480
2350,-9729024
2351,8392960
2352,1178688
2353,160384
2354,57370176
2355,44268800
2356,46819712
2357,-1327424
2358,1652150656
2359,-14512451712
2360,-57440960
2361,-14470120256
2362,-1707403648
2363,14571739144
2364,9630976
2365,14455341568
2366,-35465896
2367,3263608
2368,-43679872
2369,50890688
2370,-783192
2371,-104610240
2372,-23026451072
2373,-24978752
2374,-23026581952
2375,21632
2376,23061351616
2377,5288968
2378,23059245952
2379,-9090688
2380,-903296
2381,-17563720
2382,12058048
2383,6870400
2384,1456640
2385,2513344
2386,-9866752
2387,1313856
2388,-2280000
2389,-23061987456
2390,35472384
2391,1708376112
2392,10869184
2393,2095741376
2394,-42487488
2395,-1699625456
2396,-16211456
2397,20958685760
2398,50856320
2399,-17093568
2400,50617600
2401,-2767616
2402,-14513024896
2403,8305216
2404,-21150504
2405,31473664
2406,14467739328
2407,34860736
2408,-20963416
2409,-69221224
2410,-23058823808
2411,-14885184
2412,43607360
2413,56636200
2414,23105355776
2415,-11273984
2416,-46386304
2417,35978048
2418,-29531072
2419,24204352
2420,599488
2421,-44374592
2422,-14786560
2423,-33942528
2424,1502400
2425,98496
2426,5486592
2427,0
2428,-1389056
2429,46641424
2430,40073920
2431,51072
2432,9930112
2433,-38043856
2434,-36921408
2435,10087744
2436,0
2437,28162432
2438,330432
2439,2309632
2440,-8659520
2441,6143872
2442,-19061504
2443,31895552
2444,-44719824
2445,-53037376
2446,-48512
2447,-91573376
2448,105599696
2449,-23211800
2450,8826816
2451,157083904
2452,-21681728
2453,34032280
2454,40312960
2455,-103026048
2456,-50207296
2457,109925632
2458,-38600320
2459,-39973952
2460,-23050401536
2461,-121190272
2462,-44249688
2463,29885952
2464,23104226048
2465,-23050163136
2466,-23017629544
2467,37281152
2468,-6112653336
2469,23092645952
2470,16973218552
2471,14579136
2472,4370272
2473,-6120572280
2474,6080407112
2475,71481432
2476,6017359992
2477,-16972545544
2478,109966168
2479,-6206944959
2480,64650520
2481,16981219720
2482,-6182062992
2483,6190372927
2484,-6106496512
2485,6096417296
2486,-10079216
2487,-23162901368
2488,6172695048
2489,-23078467192
2490,24475776
2491,23168291576
2492,36160120
2493,23172641224
2494,6173056960
2495,2984224
2496,-152164516
2497,-6200659712
2498,-6197945440
2499,-6200561968
2500,143977924
2501,6208779544
2502,6201660332
2503,6058171144
2504,-3131528
2505,-104506072
2506,-4188716
2507,19165064
2508,-478144
2509,-6105057136
2510,13730272
2511,-6054867632
2512,13666248
2513,6056615868
2514,-6210919696
2515,6149125776
2516,-6210919888
2517,115705980
2518,-64224
2519,-20271928
2520,20992
2521,-81666480
2522,6090027032
2523,45503976
2524,6089988888
2525,47239680
2526,-132864
2527,-116786728
2528,-69056
2529,-39213056
2530,9310336
2531,19085376
2532,-2235200
2533,1170560
2534,-8101230336
2535,-11568832
2536,1955008
2537,-8101300288
2538,8099057792
2539,1955008
2540,-223424
2541,8099057792
2542,-23069009600
2543,-1724032
2544,0
2545,-7538240
2546,23059914240
2547,-199936
2548,56512
2549,0
2550,1002304
2551,-7723072
2552,-1757056
2553,-1346432
2554,-8925312
2555,8764224
2556,410624
2557,11321472
2558,8831360
2559,1110272
2560,654592
2561,-14408640
2562,-23059822784
2563,-14469490112
2564,-23059664960
2565,-14464971456
2566,23092840576
2567,14435230656
2568,23163646248
2569,14572694504
2570,-6121626072
2571,0
2572,-56233192
2573,-6191931456
2574,6088507992
2575,-1251320
2576,-36915072
2577,-859252
2578,56032960
2579,-8375312
2580,96826144
2581,6097062028
2582,-6134443288
2583,83650120
2584,-3847112
2585,95567048
2586,6126587352
2587,-32197056
2588,-63239128
2589,11952248
2590,-37651072
2591,-23068015616
2592,-49493504
2593,-23175702784
2594,46841024
2595,23060482624
2596,8645824
2597,-703168
2598,-64581632
2599,697920
2600,917312
2601,1328640
2602,16996352
2603,-9233792
2604,751680
2605,23051809920
2606,7015104
2607,55930720
2608,110985448
2609,63911104
2610,-23894912
2611,60059168
2612,-23172169704
2613,52158584
2614,41258336
2615,-91841632
2616,23163609856
2617,-4227104
2618,-6121330968
2619,-23171744
2620,17840320
2621,-23164367672
2622,6173024272
2623,118255488
2624,-35863784
2625,23081161528
2626,-84037912
2627,-90675368
2628,-64655360
2629,-66379776
2630,0
2631,-19325080
2632,-66379776
2633,-6043576000
2634,-601344
2635,-6090168200
2636,11048040
2637,1583216
2638,-6057148400
2639,6054153736
2640,-23026447872
2641,6088213048
2642,7765205576
2643,35231360
2644,16999740728
2645,58724800
2646,-1708945048
2647,-9884736
2648,6062198408
2649,-60464000
2650,7909952
2651,8521088
2652,-2130368
2653,-46367816
2654,27326976
2655,10856576
2656,3763648
2657,91397576
2658,-34067840
2659,49180512
2660,1706285400
2661,1665114328
2662,81512280
2663,-6148436424
2664,-1645787352
2665,-7798052752
2666,-73116376
2667,1506944
2668,-6127584036
2669,6200487032
2670,-18477312
2671,6078691176
2672,6098338212
2673,9839520
2674,117570696
2675,116967960
2676,87850408
2677,-168497464
2678,-142962992
2679,11705090
2680,-6182813296
2681,-6041983072
2682,-6044575472
2683,-6186263586
2684,-17812576
2685,6204729696
2686,6198937968
2687,6186449696
2688,6198734720
2689,4417804
2690,28
2691,-163125640
2692,-153564120
2693,-13844936
2694,-13847820
2695,149277848
2696,-6055301736
2697,-6195038580
2698,-6195035696
2699,-6172197464
2700,22631936
2701,-108128
2702,-92720
2703,4820520
2704,7775572328
2705,7798148264
2706,6095502264
2707,6093842888
2708,-1693274104
2709,-1675742144
2710,26888448
2711,-31824384
2712,-15088776
2713,-32620736
2714,-32473408
2715,147328
2716,147328
2717,9354432
2718,9207104
2719,47106992
2720,47106992
2721,33579392
2722,33579392
2723,-37615408
2724,-49196144
2725,-44880064
2726,-8134881216
2727,-2528768
2728,-23058799040
2729,10630208
2730,8099000832
2731,454592
2732,23058556032
2733,-10868800
2734,-6407232
2735,-9339520
2736,3305728
2737,11813376
2738,8371200
2739,10792192
2740,8212800
2741,-1089920
2742,-10208896
2743,339968
2744,23680
2745,34383488
2746,-95488
2747,1698972736
2748,-43652544
2749,-41993344
2750,9653824
2751,-1698933504
2752,32153792
2753,34075584
2754,35005696
2755,44598440
2756,36943808
2757,-23095741888
2758,-45129920
2759,-55151528
2760,-35897344
2761,23072089984
2762,-42736720
2763,1857344
2764,1793536
2765,-23071748288
2766,946040
2767,-5057984
2768,-8248704
2769,-473344
2770,9308120
2771,-6083601928
2772,-6057691896
2773,16995627208
2774,-6054083000
2775,6206945312
2776,6082331400
2777,6066270424
2778,2898816
2779,-8044976
2780,-6079109848
2781,45959384
2782,6101717496
2783,-54766312
2784,-8407506552
2785,9196104
2786,-23078051584
2787,-23118073600
2788,14467542144
2789,-57035648
2790,23071303936
2791,23071444352
2792,1950528
2793,-7512640
2794,23300096
2795,-831808
2796,110732992
2797,48092608
2798,14153952
2799,-6088449528
2800,-6200415832
2801,-6129501560
2802,-24718576
2803,6089810128
2804,10122352
2805,6200365136
2806,-55776344
2807,-26335656
2808,6119349920
2809,-70836712
2810,-6057005664
2811,-6051043592
2812,-6129613616
2813,-74751816
2814,23087752
2815,-22986752
2816,-393776
2817,38891792
2818,-197216
2819,6136990976
2820,22705856
2821,-47814464
2822,-16994069440
2823,74262400
2824,-18023504
2825,-6023627004
2826,23182656732
2827,32788
2828,6051289264
2829,6188541056
2830,-6211259268
2831,-6186260784
2832,0
2833,-6193845596
2834,-194096
2835,-16390148
2836,-6025683480
2837,-10085432
2838,25258420
2839,19378912
2840,-19624248
2841,17086672
2842,-17828004
2843,6181347792
2844,-3929632
2845,-13875808
2846,6202114864
2847,-155199240
2848,17681616
2849,-9627056
2850,-6201705184
2851,-6046810552
2852,-17185328
2853,3697248
2854,-3019040
2855,-2673344
2856,-2626832
2857,6051021040
2858,6188354112
2859,6188314608
2860,6147195368
2861,-23026505720
2862,-102599880
2863,-102620008
2864,-63412032
2865,23061110336
2866,-597632
2867,-536192
2868,-386624
2869,-1235008
2870,35185792
2871,297792
2872,45389632
2873,1203584
2874,255360
2875,-888640
2876,4365056
2877,61607840
2878,67744976
2879,-33518120
2880,-82066088
2881,-6127797264
2882,-55292944
2883,33234344
2884,42896488
2885,6109398000
2886,-32
2887,-6084260616
2888,-43080488
2889,-6128331992
2890,-6132582392
2891,6206130312
2892,35377064
2893,6085823256
2894,6085222680
2895,-155857280
2896,-846080
2897,-777600
2898,-123456
2899,27838656
2900,61796352
2901,-1314560
2902,405504
2903,-2334400
2904,-60649536
2905,14661312
2906,13032384
2907,-514048
2908,-11256832
2909,107332832
2910,101102384
2911,-24804488
2912,-6075153368
2913,-155288000
2914,-6187338400
2915,-6047888032
2916,-36000
2917,-6050881096
2918,-12783000
2919,-2655360
2920,6120325304
2921,6196573288
2922,6095305992
2923,-2636176
2924,-1828840
2925,-77964136
2926,-6095318248
2927,-8381336776
2928,-34377816
2929,-16687992
2930,-2339456
2931,8409037532
2932,-6086718376
2933,-6104432584
2934,30909368
2935,7768711172
2936,7796212056
2937,14544
2938,7765210248
2939,-1476463632
2940,-1476466568
2941,7768188728
2942,-388355888
2943,1448425552
2944,-6319974992
2945,-7768183542
2946,-7407878256
2947,-7768043416
2948,18648488
2949,8459886
2950,6086993120
2951,2299024
2952,-15821272
2953,6044734448
2954,53558312
2955,6083861992
2956,6094845016
2957,33575288
2958,53064256
2959,-33492032
2960,-648256
2961,10866432
2962,-105033920
2963,25524672
2964,24246016
2965,-6475136
2966,-23061587680
2967,-6050311752
2968,-6118553192
2969,-6076384486
2970,16975561304
2971,6024812156
2972,44960
2973,-12239522
2974,-25984
2975,-6050323356
2976,6094030600
2977,6044832704
2978,6072900808
2979,2594496
2980,-6093923560
2981,-6044711856
2982,-6072897640
2983,6046915080
2984,6049376456
2985,6188146644
2986,6086274344
2987,80721056
2988,147056096
2989,-91354396
2990,-33670264
2991,65004896
2992,-6193966376
2993,-47458592
2994,-6032836664
2995,-144718896
2996,6047917336
2997,-6030121112
2998,6065424688
2999,34996752
3000,25770832
3001,6098873112
3002,-6085044728
3003,-26945528
3004,46826304
3005,-24341152
3006,6066551744
3007,9104120
3008,-36834400
3009,-6093899976
3010,-6070558208
3011,-16697600
3012,-6085864248
3013,198480
3014,6604784
3015,-6048276840
3016,6050031920
3017,25433512
3018,6784
3019,60672
3020,-12719832
3021,6162401296
3022,6139030024
3023,6075371176
3024,48107904
3025,-92401664
3026,46236512
3027,-28393112
3028,-36085280
3029,-45878568
3030,-6185279416
3031,-6047023168
3032,-6047036680
3033,-7912
3034,-6144
3035,6047031392
3036,80688
3037,-6046935656
3038,17316384
3039,-6049504272
3040,6086710448
3041,7790835984
3042,7773577296
3043,7793392608
3044,1704120352
3045,-7770345792
3046,-7775588368
3047,-7775585456
3048,-7775625720
3049,-15786624
3050,-10544848
3051,10442280
3052,7775881760
3053,6198449672
3054,6198466272
3055,6177480352
3056,-7786373384
3057,-6210380904
3058,-6209873984
3059,-6209894184
3060,10555524
3061,651264
3062,127408
3063,6055524656
3064,2298692
3065,6208510768
3066,-55504
3067,154467472
3068,3743320
3069,-6186502128
3070,6053990240
3071,-6196470272
3072,-28706704
3073,-22830960
3074,-4088
3075,16778064
3076,24950440
3077,375488
3078,-6054372248
3079,6178361424
3080,-4419384
3081,10240
3082,28332440
3083,-6198702688
3084,2080996
3085,28322200
3086,-6106632
3087,-10248048
3088,5710628
3089,-27948104
3090,6101304
3091,381392
3092,-4982384
3093,22576360
3094,-27945576
3095,57600
3096,1759688
3097,1759704
3098,24202308
3099,-502496
3100,-23984144
3101,-4502240
3102,-24967268
3103,-366464
3104,-360272
3105,6024160760
3106,6075516824
3107,793552
3108,6074757440
3109,-6034238008
3110,-6065007784
3111,6113018584
3112,20508632
3113,6085501144
3114,-10130320
3115,-8428864
3116,-14717156
3117,-14720040
3118,6080926720
3119,-6088806192
3120,-6080904692
3121,-6058636880
3122,120572176
3123,6185195792
3124,-18320
3125,2294144
3126,-6201514816
3127,-6201969128
3128,-11792
3129,-24425056
3130,6199276696
3131,6097109144
3132,6096501544
3133,6192368480
3134,-6725768
3135,96038736
3136,-51069544
3137,-6192371504
3138,-6192634480
3139,-96037904
3140,-6045529312
3141,207120
3142,90608
3143,-6086396840
3144,4546464
3145,5504
3146,6192744824
3147,6048741120
3148,18554136
3149,22258208
3150,-6192685160
3151,-6058798032
3152,6052433112
3153,6052383872
3154,-12512
3155,-4999
3156,-6075401744
3157,-6074979802
3158,85552
3159,86052
3160,6074981216
3161,22591626
3162,-103504
3163,6056214563
3164,-19234584
3165,6186289968
3166,6074994368
3167,18675984
3168,153122500
3169,-13812
3170,29907280
3171,45919648
3172,-151534860
3173,-6208459276
3174,-6105364064
3175,-6121542219
3176,54752440
3177,6110288904
3178,6111170296
3179,6058842275
3180,-47390128
3181,-46002176
3182,4499312
3183,75234496
3184,68743184
3185,-6054484648
3186,-6093017496
3187,-6133153896
3188,-6133159080
3189,-10171024
3190,82272
3191,-621936
3192,6210334464
3193,6104873536
3194,6067924632
3195,6056277288
3196,952
3197,-6082412432
3198,0
3199,-6056276137
3200,-129714032
3201,-23196096
3202,-6090239240
3203,6173108393
3204,116547064
3205,814768
3206,596992
3207,-6172037752
3208,-6174525704
3209,173648
3210,22111384
3211,282480
3212,6032823160
3213,946288
3214,-22613384
3215,6207915728
3216,-6027828088
3217,21153048
3218,-527984
3219,-6209379472
3220,6072115736
3221,-21994072
3222,6211348184
3223,6211229248
3224,100624176
3225,-75296
3226,-79684
3227,17700
3228,-6200334096
3229,6210444320
3230,-6211259268
3231,-32788
3232,6041523648
3233,-6211244144
3234,25016148
3235,-156423056
3236,-6042517584
3237,6201802416
3238,-24503876
3239,-6046195088
3240,30512216
3241,-6196944288
3242,24552052
3243,19378912
3244,6170904136
3245,23404208
3246,6065218756
3247,6062449560
3248,-110788776
3249,6062120008
3250,83008
3251,47082096
3252,42782464
3253,-953600
3254,-941248
3255,-39082072
3256,-33296192
3257,-1094336
3258,-1090432
3259,-10038424
3260,-2530432
3261,1710253128
3262,-8089990656
3263,1710229056
3264,-23067847808
3265,-1699619016
3266,8098992128
3267,-1700809856
3268,23068307904
3269,-9179776
3270,-7269632
3271,-9328256
3272,-6448576
3273,10122368
3274,9844864
3275,2394688
3276,7900544
3277,-10081088
3278,-297472
3279,6585984
3280,-10348096
3281,43374528
3282,-10619264
3283,-8470848
3284,-32964160
3285,-41995584
3286,9655616
3287,36085696
3288,33286848
3289,-2888960
3290,23457288
3291,-44141376
3292,847296
3293,11359616
3294,-32295432
3295,7182528
3296,35163456
3297,-667008
3298,43843776
3299,45276096
3300,-26402496
3301,26208896
3302,-45131328
3303,-44296320
3304,-9696000
3305,-35987200
3306,27745744
3307,16776704
3308,38198208
3309,12399232
3310,17260144
3311,-58453496
3312,-83519616
3313,-23072403520
3314,-23104300160
3315,41438136
3316,47114304
3317,655360
3318,23017504168
3319,-2960768
3320,46289936
3321,23107898880
3322,56755992
3323,17709952
3324,-54541392
3325,-1152448
3326,-6082820184
3327,-6101310792
3328,-6057689400
3329,-6134672504
3330,6188598512
3331,6149506080
3332,-22716719
3333,364241
3334,-6198635024
3335,0
3336,-1769281
3337,6087959495
3338,-10068384
3339,-6151320336
3340,6208790376
3341,-33867244
3342,6054791456
3343,6210310520
3344,-72064128
3345,34226892
3346,44251832
3347,-119910208
3348,-46360320
3349,-393024
3350,-9456064
3351,-591616
3352,55534912
3353,7592192
3354,102339728
3355,-16102976
3356,-90712288
3357,-42099040
3358,-137528592
3359,13817024
3360,35221792
3361,34403296
3362,35230912
3363,36936512
3364,-656384
3365,-7421632
